GEOID10,Year,Count_HH,English_Only,Sh_Eng_Only,Other_Lang,Sh_Other_Lang,Tot_Fam_HH,Married_Fam_HH,Sh_Married_Fam,Single_Parent_Fam,Sh_Single_Fam,Average_HINCP,Count_Ind,HISP,Share_Hisp,White_Non_Hisp,Sh_White_Non_Hisp,Other,Sh_Other
5300100,2007,848,646,0.761792453,202,0.238207547,464,396,0.853448276,68,0.146551724,61459.79973,1787,56,0.031337437,1590,0.889759373,179,0.100167879
5300200,2007,1532,1180,0.770234987,352,0.229765013,923,798,0.864572048,125,0.135427952,70795.89962,3109,173,0.055644902,2798,0.899967835,215,0.069154069
5300300,2007,998,720,0.721442886,278,0.278557114,561,462,0.823529412,99,0.176470588,54375.97433,2016,288,0.142857143,1807,0.896329365,93,0.046130952
5300400,2007,1056,783,0.741477273,273,0.258522727,652,520,0.797546012,132,0.202453988,49786.74229,2222,350,0.157515752,1884,0.847884788,160,0.072007201
5300500,2007,932,773,0.829399142,159,0.170600858,484,352,0.727272727,132,0.272727273,51358.44351,1937,75,0.03871967,1730,0.893133712,171,0.088280847
5300601,2007,580,442,0.762068966,138,0.237931034,363,306,0.842975207,57,0.157024793,70663.53053,1306,38,0.029096478,1186,0.908116386,102,0.078101072
5300602,2007,574,505,0.879790941,69,0.120209059,381,305,0.800524934,76,0.199475066,64988.82033,1326,30,0.022624434,1254,0.945701357,62,0.046757164
5300700,2007,832,582,0.699519231,250,0.300480769,411,340,0.827250608,71,0.172749392,53105.27387,1631,123,0.075413857,1489,0.912936849,78,0.047823421
5300800,2007,868,617,0.710829493,251,0.289170507,573,459,0.80104712,114,0.19895288,69614.58643,2136,454,0.212546816,1755,0.821629213,103,0.048220974
5300901,2007,332,187,0.563253012,145,0.436746988,246,188,0.764227642,58,0.235772358,46985.6634,934,436,0.466809422,696,0.745182013,91,0.097430407
5300902,2007,413,294,0.711864407,119,0.288135593,255,196,0.768627451,59,0.231372549,60332.74531,975,275,0.282051282,707,0.725128205,61,0.062564103
5301001,2007,595,396,0.665546218,199,0.334453782,315,228,0.723809524,87,0.276190476,64413.22631,1316,99,0.075227964,998,0.758358663,265,0.201367781
5301002,2007,601,455,0.757071547,146,0.242928453,390,320,0.820512821,70,0.179487179,80685.22603,1418,76,0.053596615,1091,0.769393512,297,0.209449929
5301003,2007,457,364,0.796498906,93,0.203501094,344,300,0.872093023,44,0.127906977,102176.3506,1189,65,0.054667788,971,0.816652649,206,0.173254836
5301004,2007,492,395,0.802845528,97,0.197154472,329,259,0.787234043,70,0.212765957,78166.11617,1231,63,0.051177904,1116,0.906580016,86,0.069861901
5301005,2007,594,490,0.824915825,104,0.175084175,402,326,0.810945274,76,0.189054726,69754.69964,1483,95,0.064059339,1246,0.840188806,179,0.120701281
5301100,2007,658,551,0.837386018,107,0.162613982,408,328,0.803921569,80,0.196078431,54892.75798,1391,84,0.06038821,1279,0.919482387,62,0.04457225
5301201,2007,478,377,0.788702929,101,0.211297071,324,280,0.864197531,44,0.135802469,73617.85023,1115,59,0.052914798,959,0.860089686,124,0.111210762
5301202,2007,451,365,0.809312639,86,0.190687361,272,222,0.816176471,50,0.183823529,71838.51185,1012,67,0.066205534,837,0.827075099,144,0.14229249
5301300,2007,943,711,0.75397667,232,0.24602333,540,392,0.725925926,148,0.274074074,69034.92486,2182,149,0.068285976,1544,0.707607699,564,0.25847846
5301401,2007,792,682,0.861111111,110,0.138888889,540,434,0.803703704,106,0.196296296,78117.6273,1989,127,0.063851181,1739,0.874308698,207,0.104072398
5301402,2007,747,585,0.78313253,162,0.21686747,531,427,0.804143126,104,0.195856874,75462.20487,1940,154,0.079381443,1570,0.809278351,291,0.15
5301403,2007,426,301,0.70657277,125,0.29342723,245,170,0.693877551,75,0.306122449,64604.33075,914,91,0.099562363,687,0.751641138,188,0.205689278
5301404,2007,547,383,0.700182815,164,0.299817185,333,282,0.846846847,51,0.153153153,85205.31368,1181,53,0.044877223,1040,0.880609653,111,0.093988146
5301500,2007,907,715,0.78831312,192,0.21168688,527,418,0.79316888,109,0.20683112,53818.4489,1866,93,0.049839228,1690,0.9056806,133,0.071275456
5301600,2007,882,646,0.732426304,236,0.267573696,454,383,0.843612335,71,0.156387665,54700.26352,1638,65,0.03968254,1459,0.890720391,156,0.095238095
5301701,2007,571,431,0.754816112,140,0.245183888,395,344,0.870886076,51,0.129113924,85069.59223,1344,27,0.020089286,1134,0.84375,197,0.146577381
5301702,2007,485,386,0.795876289,99,0.204123711,287,232,0.808362369,55,0.191637631,62020.75909,1059,46,0.043437205,911,0.860245515,130,0.122757318
5301801,2007,593,468,0.78920742,125,0.21079258,265,220,0.830188679,45,0.169811321,81901.01975,1141,54,0.047326906,954,0.836108677,158,0.138475022
5301802,2007,551,368,0.667876588,183,0.332123412,233,195,0.836909871,38,0.163090129,93246.1153,1053,47,0.044634378,833,0.791073124,196,0.186134853
5301803,2007,612,418,0.683006536,194,0.316993464,138,117,0.847826087,21,0.152173913,78108.56863,879,54,0.061433447,682,0.775881684,171,0.194539249
5301804,2007,428,298,0.696261682,130,0.303738318,180,128,0.711111111,52,0.288888889,90939.30667,862,68,0.078886311,515,0.597447796,303,0.351508121
5301805,2007,471,322,0.683651805,149,0.316348195,227,171,0.753303965,56,0.246696035,77922.50943,953,37,0.038824764,629,0.660020986,315,0.330535152
5301900,2007,479,306,0.638830898,173,0.361169102,309,258,0.834951456,51,0.165048544,102157.2338,1091,69,0.06324473,759,0.695692026,300,0.274977085
5302001,2007,551,426,0.773139746,125,0.226860254,345,289,0.837681159,56,0.162318841,92062.78764,1229,77,0.062652563,1015,0.825874695,190,0.154597234
5302002,2007,633,444,0.701421801,189,0.298578199,383,323,0.843342037,60,0.156657963,123034.4825,1425,76,0.053333333,1181,0.82877193,232,0.162807018
5302003,2007,477,356,0.746331237,121,0.253668763,359,318,0.885793872,41,0.114206128,140305.4498,1299,61,0.046959199,1031,0.793687452,261,0.200923788
5302004,2007,430,317,0.737209302,113,0.262790698,267,215,0.805243446,52,0.194756554,74962.84466,1028,72,0.070038911,656,0.638132296,322,0.313229572
5302005,2007,446,299,0.670403587,147,0.329596413,246,182,0.739837398,64,0.260162602,62486.7494,931,125,0.134264232,643,0.690655209,234,0.251342642
5302006,2007,430,317,0.737209302,113,0.262790698,271,213,0.78597786,58,0.21402214,75242.41262,1038,76,0.073217726,706,0.680154143,289,0.278420039
5302007,2007,441,291,0.659863946,150,0.340136054,281,205,0.729537367,76,0.270462633,75204.5175,1036,131,0.126447876,700,0.675675676,272,0.262548263
5302008,2007,540,432,0.8,108,0.2,362,286,0.790055249,76,0.209944751,74439.25338,1373,90,0.065549891,1107,0.806263656,228,0.166059723
5302009,2007,579,476,0.822107081,103,0.177892919,433,370,0.854503464,63,0.145496536,103633.3157,1522,66,0.043363995,1374,0.902759527,119,0.078186597
5302101,2007,439,373,0.849658314,66,0.150341686,312,253,0.810897436,59,0.189102564,70204.14153,1086,58,0.053406998,957,0.88121547,100,0.092081031
5302102,2007,520,442,0.85,78,0.15,402,347,0.86318408,55,0.13681592,83075.88129,1477,39,0.026404875,1398,0.946513202,77,0.052132701
5302200,2007,620,486,0.783870968,134,0.216129032,346,260,0.751445087,86,0.248554913,61866.46609,1344,100,0.074404762,1079,0.802827381,201,0.149553571
5300100,2006,788,607,0.770304569,181,0.229695431,441,367,0.832199546,74,0.167800454,57265.69679,1695,81,0.047787611,1421,0.838348083,193,0.113864307
5300200,2006,1491,1185,0.794768612,306,0.205231388,851,699,0.821386604,152,0.178613396,67640.87916,2946,143,0.048540394,2640,0.896130346,163,0.05532926
5300300,2006,1016,718,0.706692913,298,0.293307087,572,462,0.807692308,110,0.192307692,54236.7657,2070,286,0.138164251,1680,0.811594203,104,0.050241546
5300400,2006,1076,780,0.724907063,296,0.275092937,666,538,0.807807808,128,0.192192192,48145.60855,2369,362,0.152807092,1846,0.779231743,161,0.067961165
5300500,2006,932,761,0.816523605,171,0.183476395,475,357,0.751578947,118,0.248421053,50979.11164,1903,55,0.028901734,1656,0.87020494,192,0.100893326
5300601,2006,609,439,0.720853859,170,0.279146141,353,294,0.83286119,59,0.16713881,63322.21237,1360,45,0.033088235,1221,0.897794118,94,0.069117647
5300602,2006,538,477,0.8866171,61,0.1133829,361,284,0.786703601,77,0.213296399,61149.90595,1278,29,0.022691706,1189,0.930359937,60,0.046948357
5300700,2006,800,580,0.725,220,0.275,423,362,0.855791962,61,0.144208038,51851.72162,1608,128,0.07960199,1383,0.860074627,97,0.060323383
5300800,2006,816,588,0.720588235,228,0.279411765,542,438,0.808118081,104,0.191881919,67043.70674,2077,504,0.242657679,1434,0.690418873,139,0.066923447
5300901,2006,325,188,0.578461538,137,0.421538462,222,170,0.765765766,52,0.234234234,48936.66221,926,439,0.474082073,372,0.401727862,115,0.124190065
5300902,2006,468,316,0.675213675,152,0.324786325,277,219,0.790613718,58,0.209386282,54509.61728,1084,309,0.285055351,701,0.646678967,74,0.068265683
5301001,2006,557,423,0.759425494,134,0.240574506,312,227,0.727564103,85,0.272435897,58227.19582,1262,150,0.118858954,920,0.729001585,192,0.152139461
5301002,2006,634,497,0.783911672,137,0.216088328,392,318,0.81122449,74,0.18877551,77136.84272,1459,76,0.052090473,1102,0.755311857,281,0.19259767
5301003,2006,409,330,0.806845966,79,0.193154034,305,269,0.881967213,36,0.118032787,90755.76543,1098,45,0.040983607,886,0.806921676,167,0.152094718
5301004,2006,481,379,0.787941788,102,0.212058212,306,257,0.839869281,49,0.160130719,73800.9378,1210,64,0.052892562,1079,0.891735537,67,0.055371901
5301005,2006,585,485,0.829059829,100,0.170940171,396,325,0.820707071,71,0.179292929,66660.99091,1407,58,0.041222459,1174,0.834399431,175,0.124378109
5301100,2006,678,569,0.839233038,109,0.160766962,430,333,0.774418605,97,0.225581395,54917.90894,1516,68,0.044854881,1360,0.897097625,88,0.058047493
5301201,2006,456,379,0.831140351,77,0.168859649,313,258,0.82428115,55,0.17571885,68881.33647,1102,48,0.043557169,946,0.858439201,108,0.09800363
5301202,2006,433,353,0.815242494,80,0.184757506,262,205,0.782442748,57,0.217557252,65401.00244,991,59,0.059535822,799,0.806256307,133,0.134207871
5301300,2006,1003,724,0.721834497,279,0.278165503,554,409,0.738267148,145,0.261732852,62623.789,2217,172,0.077582318,1522,0.686513306,523,0.235904375
5301401,2006,780,671,0.86025641,109,0.13974359,528,421,0.797348485,107,0.202651515,72145.73867,1863,88,0.047235641,1612,0.865271068,163,0.08749329
5301402,2006,753,612,0.812749004,141,0.187250996,529,417,0.788279773,112,0.211720227,66621.95537,1901,87,0.045765387,1473,0.774855339,341,0.179379274
5301403,2006,408,312,0.764705882,96,0.235294118,216,162,0.75,54,0.25,61551.05707,815,62,0.07607362,548,0.672392638,205,0.251533742
5301404,2006,523,381,0.728489484,142,0.271510516,328,275,0.838414634,53,0.161585366,80938.5881,1172,58,0.049488055,1008,0.860068259,106,0.090443686
5301500,2006,907,706,0.778390298,201,0.221609702,525,416,0.792380952,109,0.207619048,51094.64607,1860,111,0.059677419,1628,0.875268817,121,0.065053763
5301600,2006,859,638,0.742724098,221,0.257275902,483,395,0.817805383,88,0.182194617,56806.1728,1699,61,0.035903473,1451,0.854031783,187,0.110064744
5301701,2006,543,448,0.825046041,95,0.174953959,355,309,0.870422535,46,0.129577465,79572.93145,1234,40,0.032414911,1017,0.824149109,177,0.143435981
5301702,2006,498,416,0.835341365,82,0.164658635,308,249,0.808441558,59,0.191558442,56428.28145,1115,54,0.048430493,887,0.795515695,174,0.156053812
5301801,2006,568,449,0.790492958,119,0.209507042,251,199,0.792828685,52,0.207171315,76951.138,1071,48,0.044817927,861,0.803921569,162,0.151260504
5301802,2006,535,330,0.61682243,205,0.38317757,216,183,0.847222222,33,0.152777778,84694.80778,1032,37,0.035852713,775,0.750968992,220,0.213178295
5301803,2006,600,406,0.676666667,194,0.323333333,137,112,0.817518248,25,0.182481752,75465.46029,830,30,0.036144578,641,0.772289157,159,0.191566265
5301804,2006,436,299,0.685779817,137,0.314220183,187,140,0.748663102,47,0.251336898,88917.05168,890,66,0.074157303,499,0.560674157,325,0.365168539
5301805,2006,446,295,0.661434978,151,0.338565022,237,177,0.746835443,60,0.253164557,72204.87931,960,60,0.0625,570,0.59375,330,0.34375
5301900,2006,460,304,0.660869565,156,0.339130435,280,245,0.875,35,0.125,95174.76975,1027,47,0.045764362,708,0.689386563,272,0.264849075
5302001,2006,526,413,0.785171103,113,0.214828897,327,263,0.804281346,64,0.195718654,87934.33936,1179,47,0.039864292,947,0.80322307,185,0.156912638
5302002,2006,629,458,0.728139905,171,0.271860095,359,304,0.846796657,55,0.153203343,109342.6632,1353,66,0.048780488,1050,0.776053215,237,0.175166297
5302003,2006,491,360,0.733197556,131,0.266802444,363,331,0.91184573,32,0.08815427,132140.0823,1300,35,0.026923077,1004,0.772307692,261,0.200769231
5302004,2006,441,315,0.714285714,126,0.285714286,271,214,0.789667897,57,0.210332103,69196.2654,1019,80,0.078508342,585,0.574092247,354,0.347399411
5302005,2006,439,305,0.69476082,134,0.30523918,257,192,0.747081712,65,0.252918288,58448.74757,977,153,0.156601842,601,0.615148414,223,0.228249744
5302006,2006,412,298,0.723300971,114,0.276699029,273,210,0.769230769,63,0.230769231,65059.74874,1046,110,0.105162524,682,0.652007648,254,0.242829828
5302007,2006,433,306,0.70669746,127,0.29330254,269,201,0.747211896,68,0.252788104,68452.95939,984,66,0.067073171,628,0.638211382,290,0.294715447
5302008,2006,507,406,0.800788955,101,0.199211045,341,258,0.75659824,83,0.24340176,68529.45267,1261,77,0.061062649,989,0.784298176,195,0.154639175
5302009,2006,554,460,0.83032491,94,0.16967509,414,366,0.884057971,48,0.115942029,107627.1806,1476,62,0.04200542,1290,0.87398374,124,0.08401084
5302101,2006,413,339,0.820823245,74,0.179176755,305,250,0.819672131,55,0.180327869,70764.85213,1064,58,0.054511278,905,0.85056391,101,0.094924812
5302102,2006,515,450,0.873786408,65,0.126213592,390,320,0.820512821,70,0.179487179,78215.94661,1407,43,0.030561478,1294,0.919687278,70,0.049751244
5302200,2006,630,500,0.793650794,130,0.206349206,354,267,0.754237288,87,0.245762712,60640.51536,1411,129,0.091424522,1133,0.802976612,149,0.105598866
5300100,2005,738,607,0.822493225,131,0.177506775,415,375,0.903614458,40,0.096385542,60685.59452,1633,87,0.053276179,1378,0.843845683,168,0.102878138
5300200,2005,1401,1142,0.815132049,259,0.184867951,838,740,0.883054893,98,0.116945107,65016.49363,2938,152,0.051735875,2585,0.879850238,201,0.068413887
5300300,2005,921,701,0.761129207,220,0.238870793,522,448,0.858237548,74,0.141762452,51111.55831,1971,259,0.131405378,1602,0.812785388,110,0.055809234
5300400,2005,991,754,0.760847629,237,0.239152371,585,527,0.900854701,58,0.099145299,46848.86239,2139,320,0.149602618,1692,0.791023843,127,0.059373539
5300500,2005,847,748,0.883116883,99,0.116883117,417,349,0.836930456,68,0.163069544,50612.23515,1851,76,0.041058887,1587,0.857374392,188,0.101566721
5300601,2005,477,433,0.907756813,44,0.092243187,332,306,0.921686747,26,0.078313253,62078.53004,1194,31,0.025963149,1091,0.913735343,72,0.060301508
5300602,2005,527,474,0.89943074,53,0.10056926,317,285,0.899053628,32,0.100946372,57288.51357,1243,40,0.032180209,1131,0.909895414,72,0.057924377
5300700,2005,652,542,0.831288344,110,0.168711656,355,315,0.887323944,40,0.112676056,48826.42553,1401,117,0.083511777,1234,0.880799429,50,0.035688794
5300800,2005,762,599,0.786089239,163,0.213910761,509,435,0.854616896,74,0.145383104,62874.16005,1948,370,0.189938398,1435,0.736652977,143,0.073408624
5300901,2005,306,177,0.578431373,129,0.421568627,224,180,0.803571429,44,0.196428571,47172.82069,897,429,0.47826087,377,0.420289855,91,0.101449275
5300902,2005,420,329,0.783333333,91,0.216666667,261,215,0.823754789,46,0.176245211,47683.6348,1023,266,0.26001955,705,0.68914956,52,0.05083089
5301001,2005,517,406,0.785299807,111,0.214700193,272,222,0.816176471,50,0.183823529,54819.42629,1223,94,0.07686018,960,0.784955029,169,0.138184791
5301002,2005,617,480,0.777957861,137,0.222042139,370,330,0.891891892,40,0.108108108,77254.70364,1417,63,0.044460127,1096,0.773465067,258,0.182074806
5301003,2005,397,327,0.823677582,70,0.176322418,276,246,0.891304348,30,0.108695652,84254.14721,1059,39,0.036827195,860,0.812086874,160,0.15108593
5301004,2005,442,380,0.859728507,62,0.140271493,326,288,0.883435583,38,0.116564417,68391.33647,1223,88,0.071954211,1056,0.863450531,79,0.064595258
5301005,2005,567,500,0.881834215,67,0.118165785,370,320,0.864864865,50,0.135135135,61748.25865,1404,50,0.035612536,1266,0.901709402,88,0.062678063
5301100,2005,627,556,0.88676236,71,0.11323764,371,327,0.881401617,44,0.118598383,49482.73109,1459,65,0.044551062,1321,0.905414668,73,0.05003427
5301201,2005,421,374,0.888361045,47,0.111638955,291,269,0.924398625,22,0.075601375,72142.78832,1031,40,0.038797284,879,0.85257032,112,0.108632396
5301202,2005,428,351,0.820093458,77,0.179906542,221,197,0.891402715,24,0.108597285,62619.07246,947,53,0.055966209,754,0.796198522,140,0.147835269
5301300,2005,926,721,0.778617711,205,0.221382289,462,400,0.865800866,62,0.134199134,59894.36659,2144,169,0.078824627,1443,0.673041045,532,0.248134328
5301401,2005,754,660,0.875331565,94,0.124668435,462,398,0.861471861,64,0.138528139,64873.93758,1804,117,0.064855876,1561,0.865299335,126,0.069844789
5301402,2005,701,596,0.85021398,105,0.14978602,468,388,0.829059829,80,0.170940171,63335.26239,1867,136,0.072844135,1460,0.782003214,271,0.145152651
5301403,2005,398,324,0.814070352,74,0.185929648,209,187,0.894736842,22,0.105263158,60948.16839,868,79,0.091013825,606,0.698156682,183,0.210829493
5301404,2005,412,340,0.825242718,72,0.174757282,281,253,0.900355872,28,0.099644128,73233.51979,1035,53,0.051207729,884,0.85410628,98,0.09468599
5301500,2005,888,745,0.838963964,143,0.161036036,509,445,0.874263261,64,0.125736739,47581.63342,1921,102,0.053097345,1682,0.875585632,137,0.071317022
5301600,2005,797,661,0.8293601,136,0.1706399,452,414,0.915929204,38,0.084070796,53350.33102,1642,42,0.025578563,1459,0.888550548,141,0.085870889
5301701,2005,516,429,0.831395349,87,0.168604651,333,313,0.93993994,20,0.06006006,76033.43912,1268,53,0.041798107,1059,0.835173502,156,0.123028391
5301702,2005,500,420,0.84,80,0.16,293,245,0.836177474,48,0.163822526,56474.79749,1159,50,0.043140638,933,0.805004314,176,0.151855047
5301801,2005,556,469,0.84352518,87,0.15647482,211,191,0.90521327,20,0.09478673,70343.10313,1085,25,0.023041475,920,0.847926267,140,0.129032258
5301802,2005,444,347,0.781531532,97,0.218468468,198,180,0.909090909,18,0.090909091,72170.63908,923,30,0.032502709,717,0.776814735,176,0.190682557
5301803,2005,523,413,0.789674952,110,0.210325048,136,120,0.882352941,16,0.117647059,70391.94422,776,41,0.052835052,608,0.783505155,127,0.163659794
5301804,2005,389,291,0.748071979,98,0.251928021,152,128,0.842105263,24,0.157894737,83463.60267,812,57,0.070197044,462,0.568965517,293,0.360837438
5301805,2005,436,315,0.722477064,121,0.277522936,223,173,0.775784753,50,0.224215247,69923.90521,960,78,0.08125,570,0.59375,312,0.325
5301900,2005,458,321,0.700873362,137,0.299126638,278,258,0.928057554,20,0.071942446,92635.81655,1047,53,0.050620821,700,0.668576886,294,0.280802292
5302001,2005,508,408,0.803149606,100,0.196850394,301,275,0.913621262,26,0.086378738,78245.06827,1186,61,0.05143339,945,0.796795953,180,0.151770658
5302002,2005,610,463,0.759016393,147,0.240983607,361,313,0.867036011,48,0.132963989,108211.0034,1359,74,0.054451803,1062,0.781456954,223,0.164091244
5302003,2005,454,334,0.735682819,120,0.264317181,312,292,0.935897436,20,0.064102564,125085.4376,1176,31,0.026360544,893,0.759353741,252,0.214285714
5302004,2005,427,315,0.737704918,112,0.262295082,258,220,0.852713178,38,0.147286822,68709.33174,1014,71,0.070019724,663,0.653846154,280,0.276134122
5302005,2005,437,321,0.734553776,116,0.265446224,219,177,0.808219178,42,0.191780822,54868.20913,968,108,0.111570248,619,0.63946281,241,0.248966942
5302006,2005,423,316,0.747044917,107,0.252955083,257,221,0.859922179,36,0.140077821,65807.63017,1091,75,0.068744271,734,0.672777269,282,0.25847846
5302007,2005,395,287,0.726582278,108,0.273417722,231,197,0.852813853,34,0.147186147,68254.48421,933,51,0.054662379,658,0.705251876,224,0.240085745
5302008,2005,492,404,0.821138211,88,0.178861789,323,291,0.900928793,32,0.099071207,69548.55785,1260,94,0.074603175,1017,0.807142857,149,0.118253968
5302009,2005,522,456,0.873563218,66,0.126436782,380,346,0.910526316,34,0.089473684,103787.1008,1423,33,0.023190443,1283,0.901616304,107,0.075193254
5302101,2005,408,339,0.830882353,69,0.169117647,275,247,0.898181818,28,0.101818182,69900.1608,1078,58,0.05380334,919,0.852504638,101,0.093692022
5302102,2005,497,427,0.85915493,70,0.14084507,383,349,0.911227154,34,0.088772846,75423.93388,1400,63,0.045,1265,0.903571429,72,0.051428571
5302200,2005,588,493,0.838435374,95,0.161564626,290,266,0.917241379,24,0.082758621,53280.80174,1320,104,0.078787879,1074,0.813636364,142,0.107575758
