"GEOID","Year","Units","WASL","HSPE","SBA","LIHTC_Units","PUB_Units","Test_Level","Treated","Treatment","Control","Pre_Treat","Post_Treatment"
5300001,2002,0,1,0,0,0,0,1.785,0,0,0,1,0
5300001,2003,0,1,0,0,0,0,1.88,0,0,0,1,0
5300001,2004,0,1,0,0,0,0,2.31,0,0,0,1,0
5300001,2005,0,1,0,0,0,0,2.38,0,0,0,1,0
5300001,2006,0,1,0,0,0,0,2.18,0,0,0,1,0
5300001,2007,0,1,0,0,0,0,2.25,0,0,0,1,0
5300001,2008,42,1,0,0,42,0,2.39,1,1,0,0,0
5300001,2009,0,0,1,0,0,0,2.54,1,0,0,0,1
5300001,2010,0,0,1,0,0,0,2.59,1,0,0,0,1
5300001,2011,0,0,1,0,0,0,2.81,1,0,0,0,1
5300001,2012,0,0,1,0,0,0,2.67,1,0,0,0,1
5300001,2013,0,0,1,0,0,0,2.96,1,0,0,0,1
5300001,2014,0,0,1,0,0,0,0,1,0,0,0,1
5300001,2015,0,0,0,1,0,0,2.61,1,0,0,0,1
5300002,2002,0,1,0,0,0,0,1.5,0,0,1,0,0
5300002,2003,0,1,0,0,0,0,1.36,0,0,1,0,0
5300002,2004,0,1,0,0,0,0,1.52,0,0,1,0,0
5300002,2005,0,1,0,0,0,0,2.15,0,0,1,0,0
5300002,2006,0,1,0,0,0,0,1.5,0,0,1,0,0
5300002,2007,0,1,0,0,0,0,2.5,0,0,1,0,0
5300002,2008,0,1,0,0,0,0,1.76,0,0,1,0,0
5300002,2009,0,0,1,0,0,0,1.92,0,0,1,0,0
5300002,2010,0,0,1,0,0,0,1.71,0,0,1,0,0
5300002,2011,0,0,1,0,0,0,1.31,0,0,1,0,0
5300002,2012,0,0,1,0,0,0,1.29,0,0,1,0,0
5300002,2013,0,0,1,0,0,0,0,0,0,1,0,0
5300002,2014,0,0,1,0,0,0,1.69,0,0,1,0,0
5300002,2015,0,0,0,1,0,0,2.06,0,0,1,0,0
5300060,2002,0,1,0,0,0,0,1.58,0,0,1,0,0
5300060,2003,0,1,0,0,0,0,2.15,0,0,1,0,0
5300060,2004,0,1,0,0,0,0,2.17,0,0,1,0,0
5300060,2005,0,1,0,0,0,0,2.12,0,0,1,0,0
5300060,2006,0,1,0,0,0,0,2.15,0,0,1,0,0
5300060,2007,0,1,0,0,0,0,2.57,0,0,1,0,0
5300060,2008,0,1,0,0,0,0,2.05,0,0,1,0,0
5300060,2009,0,0,1,0,0,0,2.32,0,0,1,0,0
5300060,2010,0,0,1,0,0,0,2.27,0,0,1,0,0
5300060,2011,0,0,1,0,0,0,2.64,0,0,1,0,0
5300060,2012,0,0,1,0,0,0,2.34,0,0,1,0,0
5300060,2013,0,0,1,0,0,0,2.5,0,0,1,0,0
5300060,2014,0,0,1,0,0,0,2.4,0,0,1,0,0
5300060,2015,0,0,0,1,0,0,2.42,0,0,1,0,0
5300240,2002,0,1,0,0,0,0,0,0,0,1,0,0
5300240,2003,0,1,0,0,0,0,1.97,0,0,1,0,0
5300240,2004,0,1,0,0,0,0,2.23,0,0,1,0,0
5300240,2005,0,1,0,0,0,0,2.43,0,0,1,0,0
5300240,2006,0,1,0,0,0,0,2.4,0,0,1,0,0
5300240,2007,0,1,0,0,0,0,2.49,0,0,1,0,0
5300240,2008,0,1,0,0,0,0,2.48,0,0,1,0,0
5300240,2009,0,0,1,0,0,0,2.52,0,0,1,0,0
5300240,2010,0,0,1,0,0,0,2.56,0,0,1,0,0
5300240,2011,0,0,1,0,0,0,2.48,0,0,1,0,0
5300240,2012,0,0,1,0,0,0,2.88,0,0,1,0,0
5300240,2013,0,0,1,0,0,0,2.75,0,0,1,0,0
5300240,2014,0,0,1,0,0,0,1.49,0,0,1,0,0
5300240,2015,0,0,0,1,0,0,2.46,0,0,1,0,0
5300330,2002,0,1,0,0,0,0,2.83,0,0,0,1,0
5300330,2003,0,1,0,0,0,0,3,0,0,0,1,0
5300330,2004,0,1,0,0,0,0,3.03,0,0,0,1,0
5300330,2005,0,1,0,0,0,0,3.26,0,0,0,1,0
5300330,2006,0,1,0,0,0,0,3.22,0,0,0,1,0
5300330,2007,0,1,0,0,0,0,3.29,0,0,0,1,0
5300330,2008,48,1,0,0,48,0,3.18,1,1,0,0,0
5300330,2009,0,0,1,0,0,0,3.3,1,0,0,0,1
5300330,2010,0,0,1,0,0,0,3.31,1,0,0,0,1
5300330,2011,0,0,1,0,0,0,3.24,1,0,0,0,1
5300330,2012,0,0,1,0,0,0,3.19,1,0,0,0,1
5300330,2013,0,0,1,0,0,0,3.42,1,0,0,0,1
5300330,2014,0,0,1,0,0,0,3.38,1,0,0,0,1
5300330,2015,0,0,0,1,0,0,2.85,1,0,0,0,1
5300570,2002,0,1,0,0,0,0,2.37,0,0,0,1,0
5300570,2003,0,1,0,0,0,0,2.41,0,0,0,1,0
5300570,2004,0,1,0,0,0,0,3.14,0,0,0,1,0
5300570,2005,0,1,0,0,0,0,2.67,0,0,0,1,0
5300570,2006,0,1,0,0,0,0,2.49,0,0,0,1,0
5300570,2007,0,1,0,0,0,0,2.39,0,0,0,1,0
5300570,2008,0,1,0,0,0,0,2.56,0,0,0,1,0
5300570,2009,0,0,1,0,0,0,2.6,0,0,0,1,0
5300570,2010,0,0,1,0,0,0,2.76,0,0,0,1,0
5300570,2011,0,0,1,0,0,0,2.83,0,0,0,1,0
5300570,2012,0,0,1,0,0,0,2.8,0,0,0,1,0
5300570,2013,0,0,1,0,0,0,2.87,0,0,0,1,0
5300570,2014,121,0,1,0,121,0,2.6,1,1,0,0,0
5300570,2015,0,0,0,1,0,0,2.48,1,0,0,0,1
5300720,2002,0,1,0,0,0,0,1.6,0,0,1,0,0
5300720,2003,0,1,0,0,0,0,1.36,0,0,1,0,0
5300720,2004,0,1,0,0,0,0,1.53,0,0,1,0,0
5300720,2005,0,1,0,0,0,0,1.71,0,0,1,0,0
5300720,2006,0,1,0,0,0,0,1.8,0,0,1,0,0
5300720,2007,0,1,0,0,0,0,1.97,0,0,1,0,0
5300720,2008,0,1,0,0,0,0,1.9,0,0,1,0,0
5300720,2009,0,0,1,0,0,0,1.79,0,0,1,0,0
5300720,2010,0,0,1,0,0,0,2.05,0,0,1,0,0
5300720,2011,0,0,1,0,0,0,2.33,0,0,1,0,0
5300720,2012,0,0,1,0,0,0,2.45,0,0,1,0,0
5300720,2013,0,0,1,0,0,0,2.5,0,0,1,0,0
5300720,2014,0,0,1,0,0,0,1.74,0,0,1,0,0
5300720,2015,0,0,0,1,0,0,2.04,0,0,1,0,0
5300840,2002,0,1,0,0,0,0,1.28,0,0,1,0,0
5300840,2003,0,1,0,0,0,0,1.52,0,0,1,0,0
5300840,2004,0,1,0,0,0,0,1.83,0,0,1,0,0
5300840,2005,0,1,0,0,0,0,1.9,0,0,1,0,0
5300840,2006,0,1,0,0,0,0,1.8,0,0,1,0,0
5300840,2007,0,1,0,0,0,0,2.51,0,0,1,0,0
5300840,2008,0,1,0,0,0,0,1.86,0,0,1,0,0
5300840,2009,0,0,1,0,0,0,1.78,0,0,1,0,0
5300840,2010,0,0,1,0,0,0,2.55,0,0,1,0,0
5300840,2011,0,0,1,0,0,0,2.08,0,0,1,0,0
5300840,2012,0,0,1,0,0,0,2.12,0,0,1,0,0
5300840,2013,0,0,1,0,0,0,2.44,0,0,1,0,0
5300840,2014,0,0,1,0,0,0,2.24,0,0,1,0,0
5300840,2015,0,0,0,1,0,0,2.28,0,0,1,0,0
5300950,2002,0,1,0,0,0,0,1.92,0,0,1,0,0
5300950,2003,0,1,0,0,0,0,2.18,0,0,1,0,0
5300950,2004,0,1,0,0,0,0,2.49,0,0,1,0,0
5300950,2005,0,1,0,0,0,0,2.79,0,0,1,0,0
5300950,2006,0,1,0,0,0,0,2.6,0,0,1,0,0
5300950,2007,0,1,0,0,0,0,2.86,0,0,1,0,0
5300950,2008,0,1,0,0,0,0,2.83,0,0,1,0,0
5300950,2009,0,0,1,0,0,0,3.01,0,0,1,0,0
5300950,2010,0,0,1,0,0,0,2.85,0,0,1,0,0
5300950,2011,0,0,1,0,0,0,3.02,0,0,1,0,0
5300950,2012,0,0,1,0,0,0,3.1,0,0,1,0,0
5300950,2013,0,0,1,0,0,0,2.94,0,0,1,0,0
5300950,2014,0,0,1,0,0,0,2.7,0,0,1,0,0
5300950,2015,0,0,0,1,0,0,2.79,0,0,1,0,0
5300960,2002,0,1,0,0,0,0,1.86,0,0,1,0,0
5300960,2003,0,1,0,0,0,0,1.61,0,0,1,0,0
5300960,2004,0,1,0,0,0,0,2.3,0,0,1,0,0
5300960,2005,0,1,0,0,0,0,2.25,0,0,1,0,0
5300960,2006,0,1,0,0,0,0,2.28,0,0,1,0,0
5300960,2007,0,1,0,0,0,0,2.64,0,0,1,0,0
5300960,2008,0,1,0,0,0,0,2.39,0,0,1,0,0
5300960,2009,0,0,1,0,0,0,2.44,0,0,1,0,0
5300960,2010,0,0,1,0,0,0,2.66,0,0,1,0,0
5300960,2011,0,0,1,0,0,0,2.61,0,0,1,0,0
5300960,2012,0,0,1,0,0,0,2.87,0,0,1,0,0
5300960,2013,0,0,1,0,0,0,2.79,0,0,1,0,0
5300960,2014,0,0,1,0,0,0,2.69,0,0,1,0,0
5300960,2015,0,0,0,1,0,0,2.52,0,0,1,0,0
5300990,2002,0,1,0,0,0,0,1.26,0,0,1,0,0
5300990,2003,0,1,0,0,0,0,1.88,0,0,1,0,0
5300990,2004,0,1,0,0,0,0,2.3,0,0,1,0,0
5300990,2005,0,1,0,0,0,0,2.28,0,0,1,0,0
5300990,2006,0,1,0,0,0,0,2.26,0,0,1,0,0
5300990,2007,0,1,0,0,0,0,2.31,0,0,1,0,0
5300990,2008,0,1,0,0,0,0,2,0,0,1,0,0
5300990,2009,0,0,1,0,0,0,2.14,0,0,1,0,0
5300990,2010,0,0,1,0,0,0,2.58,0,0,1,0,0
5300990,2011,0,0,1,0,0,0,2.35,0,0,1,0,0
5300990,2012,0,0,1,0,0,0,2.31,0,0,1,0,0
5300990,2013,0,0,1,0,0,0,2.08,0,0,1,0,0
5300990,2014,0,0,1,0,0,0,2.35,0,0,1,0,0
5300990,2015,0,0,0,1,0,0,2.08,0,0,1,0,0
5301260,2002,0,1,0,0,0,0,0,0,0,1,0,0
5301260,2003,0,1,0,0,0,0,2.05,0,0,1,0,0
5301260,2004,0,1,0,0,0,0,2.07,0,0,1,0,0
5301260,2005,0,1,0,0,0,0,2.18,0,0,1,0,0
5301260,2006,0,1,0,0,0,0,1.97,0,0,1,0,0
5301260,2007,0,1,0,0,0,0,2.33,0,0,1,0,0
5301260,2008,0,1,0,0,0,0,2.45,0,0,1,0,0
5301260,2009,0,0,1,0,0,0,2.45,0,0,1,0,0
5301260,2010,0,0,1,0,0,0,2.75,0,0,1,0,0
5301260,2011,0,0,1,0,0,0,2.77,0,0,1,0,0
5301260,2012,0,0,1,0,0,0,2.78,0,0,1,0,0
5301260,2013,0,0,1,0,0,0,2.91,0,0,1,0,0
5301260,2014,0,0,1,0,0,0,2.54,0,0,1,0,0
5301260,2015,0,0,0,1,0,0,2.56,0,0,1,0,0
5301290,2002,0,1,0,0,0,0,0,0,0,0,1,0
5301290,2003,0,1,0,0,0,0,2.48,0,0,0,1,0
5301290,2004,0,1,0,0,0,0,1.97,0,0,0,1,0
5301290,2005,0,1,0,0,0,0,2.33,0,0,0,1,0
5301290,2006,0,1,0,0,0,0,2.12,0,0,0,1,0
5301290,2007,0,1,0,0,0,0,2.21,0,0,0,1,0
5301290,2008,0,1,0,0,0,0,2.23,0,0,0,1,0
5301290,2009,0,0,1,0,0,0,2.35,0,0,0,1,0
5301290,2010,0,0,1,0,0,0,2.13,0,0,0,1,0
5301290,2011,39,0,1,0,39,0,2.04,1,1,0,0,0
5301290,2012,0,0,1,0,0,0,2.56,1,0,0,0,1
5301290,2013,0,0,1,0,0,0,2.42,1,0,0,0,1
5301290,2014,0,0,1,0,0,0,2.31,1,0,0,0,1
5301290,2015,0,0,0,1,0,0,2.1,1,0,0,0,1
5301320,2002,0,1,0,0,0,0,1.46,0,0,1,0,0
5301320,2003,0,1,0,0,0,0,1.86,0,0,1,0,0
5301320,2004,0,1,0,0,0,0,2.36,0,0,1,0,0
5301320,2005,0,1,0,0,0,0,2.32,0,0,1,0,0
5301320,2006,0,1,0,0,0,0,2.33,0,0,1,0,0
5301320,2007,0,1,0,0,0,0,2.35,0,0,1,0,0
5301320,2008,0,1,0,0,0,0,2.35,0,0,1,0,0
5301320,2009,0,0,1,0,0,0,2.35,0,0,1,0,0
5301320,2010,0,0,1,0,0,0,2.32,0,0,1,0,0
5301320,2011,0,0,1,0,0,0,2.43,0,0,1,0,0
5301320,2012,0,0,1,0,0,0,2.72,0,0,1,0,0
5301320,2013,0,0,1,0,0,0,2.48,0,0,1,0,0
5301320,2014,0,0,1,0,0,0,2.36,0,0,1,0,0
5301320,2015,0,0,0,1,0,0,2.23,0,0,1,0,0
5301440,2002,0,1,0,0,0,0,1.92,0,0,1,0,0
5301440,2003,0,1,0,0,0,0,2.29,0,0,1,0,0
5301440,2004,0,1,0,0,0,0,2.5,0,0,1,0,0
5301440,2005,0,1,0,0,0,0,2.27,0,0,1,0,0
5301440,2006,0,1,0,0,0,0,2.13,0,0,1,0,0
5301440,2007,0,1,0,0,0,0,2.34,0,0,1,0,0
5301440,2008,0,1,0,0,0,0,2.57,0,0,1,0,0
5301440,2009,0,0,1,0,0,0,2.99,0,0,1,0,0
5301440,2010,0,0,1,0,0,0,3.07,0,0,1,0,0
5301440,2011,0,0,1,0,0,0,2.66,0,0,1,0,0
5301440,2012,0,0,1,0,0,0,2.42,0,0,1,0,0
5301440,2013,0,0,1,0,0,0,2.81,0,0,1,0,0
5301440,2014,0,0,1,0,0,0,2.93,0,0,1,0,0
5301440,2015,0,0,0,1,0,0,2.33,0,0,1,0,0
5301500,2002,0,1,0,0,0,0,2.43,0,0,1,0,0
5301500,2003,0,1,0,0,0,0,2.5,0,0,1,0,0
5301500,2004,0,1,0,0,0,0,2.36,0,0,1,0,0
5301500,2005,0,1,0,0,0,0,2.83,0,0,1,0,0
5301500,2006,0,1,0,0,0,0,2.08,0,0,1,0,0
5301500,2007,0,1,0,0,0,0,0,0,0,1,0,0
5301500,2008,0,1,0,0,0,0,2.64,0,0,1,0,0
5301500,2009,0,0,1,0,0,0,2.42,0,0,1,0,0
5301500,2010,0,0,1,0,0,0,2.52,0,0,1,0,0
5301500,2011,0,0,1,0,0,0,0,0,0,1,0,0
5301500,2012,0,0,1,0,0,0,2.71,0,0,1,0,0
5301500,2013,0,0,1,0,0,0,2.9,0,0,1,0,0
5301500,2014,0,0,1,0,0,0,2.93,0,0,1,0,0
5301500,2015,0,0,0,1,0,0,1.85,0,0,1,0,0
5301660,2002,0,1,0,0,0,0,0,0,0,1,0,0
5301660,2003,0,1,0,0,0,0,1.65,0,0,1,0,0
5301660,2004,0,1,0,0,0,0,1.69,0,0,1,0,0
5301660,2005,0,1,0,0,0,0,1.99,0,0,1,0,0
5301660,2006,0,1,0,0,0,0,1.77,0,0,1,0,0
5301660,2007,0,1,0,0,0,0,2.06,0,0,1,0,0
5301660,2008,0,1,0,0,0,0,1.94,0,0,1,0,0
5301660,2009,0,0,1,0,0,0,2.33,0,0,1,0,0
5301660,2010,0,0,1,0,0,0,2.1,0,0,1,0,0
5301660,2011,0,0,1,0,0,0,2.36,0,0,1,0,0
5301660,2012,0,0,1,0,0,0,2.29,0,0,1,0,0
5301660,2013,0,0,1,0,0,0,2.42,0,0,1,0,0
5301660,2014,0,0,1,0,0,0,0,0,0,1,0,0
5301660,2015,0,0,0,1,0,0,2.11,0,0,1,0,0
5301680,2002,0,1,0,0,0,0,2.42,0,0,1,0,0
5301680,2003,0,1,0,0,0,0,2.65,0,0,1,0,0
5301680,2004,0,1,0,0,0,0,2.87,0,0,1,0,0
5301680,2005,0,1,0,0,0,0,2.61,0,0,1,0,0
5301680,2006,0,1,0,0,0,0,2.7,0,0,1,0,0
5301680,2007,0,1,0,0,0,0,2.89,0,0,1,0,0
5301680,2008,0,1,0,0,0,0,2.72,0,0,1,0,0
5301680,2009,0,0,1,0,0,0,3.02,0,0,1,0,0
5301680,2010,0,0,1,0,0,0,2.71,0,0,1,0,0
5301680,2011,0,0,1,0,0,0,2.74,0,0,1,0,0
5301680,2012,0,0,1,0,0,0,2.89,0,0,1,0,0
5301680,2013,0,0,1,0,0,0,3.21,0,0,1,0,0
5301680,2014,0,0,1,0,0,0,2.75,0,0,1,0,0
5301680,2015,0,0,0,1,0,0,2.86,0,0,1,0,0
5301830,2002,0,1,0,0,0,0,1.6,0,0,1,0,0
5301830,2003,0,1,0,0,0,0,1.89,0,0,1,0,0
5301830,2004,0,1,0,0,0,0,0,0,0,1,0,0
5301830,2005,0,1,0,0,0,0,0,0,0,1,0,0
5301830,2006,0,1,0,0,0,0,2.12,0,0,1,0,0
5301830,2007,0,1,0,0,0,0,2.49,0,0,1,0,0
5301830,2008,0,1,0,0,0,0,2.15,0,0,1,0,0
5301830,2009,0,0,1,0,0,0,2.36,0,0,1,0,0
5301830,2010,0,0,1,0,0,0,2.45,0,0,1,0,0
5301830,2011,0,0,1,0,0,0,0,0,0,1,0,0
5301830,2012,0,0,1,0,0,0,1.81,0,0,1,0,0
5301830,2013,0,0,1,0,0,0,0,0,0,1,0,0
5301830,2014,0,0,1,0,0,0,1.8,0,0,1,0,0
5301830,2015,0,0,0,1,0,0,0,0,0,1,0,0
5301890,2002,0,1,0,0,0,0,1.94,0,0,1,0,0
5301890,2003,0,1,0,0,0,0,1.63,0,0,1,0,0
5301890,2004,0,1,0,0,0,0,2.05,0,0,1,0,0
5301890,2005,0,1,0,0,0,0,1.9,0,0,1,0,0
5301890,2006,0,1,0,0,0,0,2.04,0,0,1,0,0
5301890,2007,0,1,0,0,0,0,2.52,0,0,1,0,0
5301890,2008,0,1,0,0,0,0,1.94,0,0,1,0,0
5301890,2009,0,0,1,0,0,0,2.9,0,0,1,0,0
5301890,2010,0,0,1,0,0,0,2.15,0,0,1,0,0
5301890,2011,0,0,1,0,0,0,2.73,0,0,1,0,0
5301890,2012,0,0,1,0,0,0,1.72,0,0,1,0,0
5301890,2013,0,0,1,0,0,0,2.16,0,0,1,0,0
5301890,2014,0,0,1,0,0,0,2.64,0,0,1,0,0
5301890,2015,0,0,0,1,0,0,2.91,0,0,1,0,0
5301980,2002,0,1,0,0,0,0,1.8,0,0,1,0,0
5301980,2003,0,1,0,0,0,0,1.83,0,0,1,0,0
5301980,2004,0,1,0,0,0,0,2.05,0,0,1,0,0
5301980,2005,0,1,0,0,0,0,2.11,0,0,1,0,0
5301980,2006,0,1,0,0,0,0,2.18,0,0,1,0,0
5301980,2007,0,1,0,0,0,0,2.04,0,0,1,0,0
5301980,2008,0,1,0,0,0,0,1.82,0,0,1,0,0
5301980,2009,0,0,1,0,0,0,2.23,0,0,1,0,0
5301980,2010,0,0,1,0,0,0,2.6,0,0,1,0,0
5301980,2011,0,0,1,0,0,0,2.58,0,0,1,0,0
5301980,2012,0,0,1,0,0,0,2.17,0,0,1,0,0
5301980,2013,0,0,1,0,0,0,1.93,0,0,1,0,0
5301980,2014,0,0,1,0,0,0,2.48,0,0,1,0,0
5301980,2015,0,0,0,1,0,0,1.69,0,0,1,0,0
5302010,2002,0,1,0,0,0,0,1.93,0,0,0,1,0
5302010,2003,0,1,0,0,0,0,1.76,0,0,0,1,0
5302010,2004,0,1,0,0,0,0,1.93,0,0,0,1,0
5302010,2005,0,1,0,0,0,0,2.33,0,0,0,1,0
5302010,2006,0,1,0,0,0,0,2.41,0,0,0,1,0
5302010,2007,0,1,0,0,0,0,2.16,0,0,0,1,0
5302010,2008,15,1,0,0,15,0,2.31,1,1,0,0,0
5302010,2009,0,0,1,0,0,0,2.23,1,0,0,0,1
5302010,2010,0,0,1,0,0,0,2.09,1,0,0,0,1
5302010,2011,0,0,1,0,0,0,2.84,1,0,0,0,1
5302010,2012,0,0,1,0,0,0,2.27,1,0,0,0,1
5302010,2013,0,0,1,0,0,0,2.5,1,0,0,0,1
5302010,2014,0,0,1,0,0,0,2.38,1,0,0,0,1
5302010,2015,0,0,0,1,0,0,2.61,1,0,0,0,1
5302040,2002,0,1,0,0,0,0,1.88,0,0,1,0,0
5302040,2003,0,1,0,0,0,0,1.92,0,0,1,0,0
5302040,2004,0,1,0,0,0,0,2.21,0,0,1,0,0
5302040,2005,0,1,0,0,0,0,2.2,0,0,1,0,0
5302040,2006,0,1,0,0,0,0,1.92,0,0,1,0,0
5302040,2007,0,1,0,0,0,0,2.88,0,0,1,0,0
5302040,2008,0,1,0,0,0,0,2.34,0,0,1,0,0
5302040,2009,0,0,1,0,0,0,2.52,0,0,1,0,0
5302040,2010,0,0,1,0,0,0,2.32,0,0,1,0,0
5302040,2011,0,0,1,0,0,0,2.15,0,0,1,0,0
5302040,2012,0,0,1,0,0,0,2.47,0,0,1,0,0
5302040,2013,0,0,1,0,0,0,2.22,0,0,1,0,0
5302040,2014,0,0,1,0,0,0,2.43,0,0,1,0,0
5302040,2015,0,0,0,1,0,0,2.05,0,0,1,0,0
5302070,2002,0,1,0,0,0,0,2,0,0,1,0,0
5302070,2003,0,1,0,0,0,0,2.23,0,0,1,0,0
5302070,2004,0,1,0,0,0,0,2.19,0,0,1,0,0
